model,rank,mean_cv_score,std_cv_score,alpha,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample
Ridge,37,0.016434284132585675,0.017697524632507743,0.21826447283974873,,,,,,,
Ridge,38,0.01643316090780369,0.017698278069943223,0.1726983290659436,,,,,,,
Ridge,39,0.01643227184995417,0.017698874373252915,0.13664483492953258,,,,,,,
Ridge,40,0.01643156819402918,0.01769934628771291,0.10811807510766078,,,,,,,
Ridge,41,0.01643101131027942,0.01769971974451896,0.08554672535565684,,,,,,,
Ridge,42,0.01643057060519666,0.017700015275117522,0.06768750009458534,,,,,,,
Ridge,43,0.016430221854401926,0.017700249133337252,0.05355666917706899,,,,,,,
Ridge,44,0.016429945879619566,0.017700434185180344,0.04237587160604064,,,,,,,
Ridge,45,0.016429727499377256,0.017700580614061434,0.03352924149249558,,,,,,,
Ridge,46,0.016429554697213543,0.01770069647957124,0.026529484644318972,,,,,,,
Ridge,47,0.016429417962561164,0.01770078816006568,0.020991037201085545,,,,,,,
Ridge,48,0.016429309768623647,0.01770086070315151,0.016608827826277157,,,,,,,
Ridge,49,0.016429224158870825,0.017700918103190005,0.013141473626117567,,,,,,,
Ridge,50,0.01642915641962117,0.017700963520983343,0.0103979841848149,,,,,,,
Ridge,51,0.0164291028208291,0.017700999457671063,0.008227241341700473,,,,,,,
Ridge,52,0.01642906041089154,0.017701027892368902,0.00650967523045817,,,,,,,
Ridge,53,0.01642902685423455,0.017701050391100863,0.005150678076168122,,,,,,,
Ridge,54,0.016429000302769104,0.0177010681930092,0.004075392965871778,,,,,,,
Ridge,55,0.01642897929415905,0.01770108227857728,0.0032245905452963947,,,,,,,
Ridge,56,0.016428962671313774,0.017701093423616303,0.002551406520031287,,,,,,,
Ridge,57,0.016428949518678192,0.017701102241987732,0.002018760254679039,,,,,,,
Ridge,58,0.01642893911181793,0.01770110921940691,0.0015973122800602539,,,,,,,
Ridge,59,0.016428930877525793,0.017701114740193525,0.0012638482029342984,,,,,,,
Ridge,60,0.01642892436225425,0.017701119108437594,0.001,,,,,,,
RandomForest,1,0.3026176616356267,0.032891389877094904,,25,sqrt,1.0,2.0,166.0,,
RandomForest,2,0.3018827622589365,0.03004323814286284,,,sqrt,1.0,4.0,705.0,,
RandomForest,3,0.2998642366664723,0.02591080742091234,,20,0.3,1.0,2.0,305.0,,
RandomForest,4,0.29839101429981285,0.0296012178238107,,25,0.3,1.0,5.0,306.0,,
RandomForest,5,0.29648828650894826,0.028152370147499627,,30,0.3,1.0,6.0,267.0,,
